City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
254,Wyndham,US,70.68,scattered clouds,37.6985,-77.6125,Hilton Richmond Hotel & Spa/Short Pump
255,Aparecida Do Taboado,BR,78.75,broken clouds,-20.0867,-51.0936,Aritana
259,Santa Isabel,BR,72.66,overcast clouds,-23.3156,-46.2214,Chácara Sombra do Altíssimo
263,Tateyama,JP,61.02,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
264,Vadamadurai,IN,74.46,overcast clouds,10.4667,78.0833,Thottanampatty Bus Stop
265,Noumea,NC,73.0,clear sky,-22.2763,166.4572,Hôtel Le Lagon
267,Amarwara,IN,60.98,scattered clouds,22.3,79.1667,Study
269,Kulhudhuffushi,MV,80.38,overcast clouds,6.6221,73.07,Haajy Guest House 1
270,Tubuala,PA,79.34,overcast clouds,9.5167,-79.0333,Río Nabagana
271,Moirang,IN,63.01,clear sky,24.5,93.7667,"Lake view hotel, moirang"
273,Shuiji,CN,62.71,overcast clouds,27.4214,118.345,Century Hotel
274,Camana,PE,69.28,overcast clouds,-16.6228,-72.7111,Hostal Morales
275,Harper,LR,81.34,broken clouds,4.375,-7.7169,Screensaver
278,Yuli,NG,85.15,overcast clouds,9.6989,10.2744,
282,Sao Joao Da Barra,BR,77.09,moderate rain,-21.6403,-41.0511,Pousada Porto De Canoas
286,Misratah,LY,73.44,broken clouds,32.3754,15.0925,Almasa Hotel
288,Wenling,CN,63.91,overcast clouds,28.3669,121.36,Hanting Express Wenling Wanchang North Road
293,Ojinaga,MX,82.58,clear sky,29.5667,-104.4167,Suites Las Palmas
295,Takoradi,GH,81.3,light rain,4.8845,-1.7554,Raybow International Hotel
296,Ahuimanu,US,71.46,clear sky,21.4447,-157.8378,Paradise Bay Resort
297,Majene,ID,77.86,overcast clouds,-3.5403,118.9707,Kost Putri RABBANI
298,Padang,ID,75.25,heavy intensity rain,-0.9492,100.3543,Mercure Padang
300,Zambezi,ZM,77.52,overcast clouds,-13.5432,23.1047,Royal Kutachika Lodge
306,Rio Cauto,CU,85.26,broken clouds,20.5603,-76.9161,
308,Freetown,SL,85.71,light rain,8.484,-13.2299,The Country Lodge Hotel
309,Les Cayes,HT,85.68,scattered clouds,18.2,-73.75,Villa Orphee
311,Kavaratti,IN,82.56,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
312,Cabo San Lucas,MX,85.05,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
314,Lawton,US,61.27,clear sky,34.6087,-98.3903,Holiday Inn Express & Suites Lawton-Fort Sill
316,Redwater,US,72.91,clear sky,33.3582,-94.2544,Witterstaetter Properties
318,Nicoya,CR,85.55,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
319,Isabela,PH,79.65,overcast clouds,6.7085,121.9711,Isawad Resort
320,Belmonte,BR,84.2,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
322,Labuhan,ID,80.85,broken clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
324,Guerrero Negro,MX,69.53,broken clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
328,Basco,PH,81.28,broken clouds,20.4487,121.9702,Nathaniel's Lodge
329,Millau,FR,65.39,overcast clouds,44.0833,2.9167,La Villa Des Raspes
330,Mocuba,MZ,76.89,few clouds,-16.8392,36.9856,Phama Lodge
331,Itupeva,BR,70.16,moderate rain,-23.1531,-47.0578,Itupeva Plaza Hotel
333,Ouadda,CF,76.51,overcast clouds,8.0777,22.4007,
334,Alim,PH,79.14,overcast clouds,9.5649,122.4876,Calamai Tropica
335,Ambilobe,MG,75.79,light rain,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
336,Poopo,BO,65.17,scattered clouds,-18.3667,-66.9667,turistico HOTEL
338,Humberto De Campos,BR,84.65,broken clouds,-2.5983,-43.4611,Pousada do Cabeça
340,Tsabong,BW,82.44,clear sky,-26.0217,22.401,Springbok Motel
344,Trairi,BR,86.13,broken clouds,-3.2778,-39.2689,janelas do mar
345,Nankana Sahib,PK,71.85,clear sky,31.4475,73.6972,Nankana Resort
346,Half Moon Bay,US,60.75,overcast clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
349,Bria,CF,75.87,broken clouds,6.5423,21.9863,
351,Lima,PE,70.14,scattered clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
352,Lahaina,US,70.81,clear sky,20.8783,-156.6825,Lahaina Shores Beach Resort
354,Abha,SA,66.45,clear sky,18.2164,42.5053,Abha Hotel
355,Sirsa,IN,74.66,clear sky,29.5333,75.0167,OYO 48542 Hotel Capital
358,Ancud,CL,67.53,scattered clouds,-41.8697,-73.8203,Hotel Arena Gruesa
359,Cayhagan,PH,78.3,overcast clouds,9.6697,122.4256,Melrose Beach Resort
361,Le Port,RE,73.4,clear sky,-20.9373,55.2919,KORBEY D'OR OUEST
363,Richards Bay,ZA,66.29,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
364,Beni Suef,EG,82.27,scattered clouds,29.0731,31.0979,Jewel Inn Beni Suef
366,Illapel,CL,76.71,overcast clouds,-31.6308,-71.1653,Hotel Londres
367,Oranjestad,AW,82.35,broken clouds,12.524,-70.027,Divi Village Golf & Beach Resort
370,Sal Rei,CV,82.96,broken clouds,16.1833,-22.9167,Marine Club Beach Resort
372,Mafinga,TZ,74.16,light rain,-7.25,35.0667,
373,Gat,IL,83.08,scattered clouds,31.61,34.7642,OlusHome
375,Trincomalee,LK,81.48,overcast clouds,8.5711,81.2335,Welcombe Hotel
377,Bukama,CD,75.45,broken clouds,-9.2,25.85,
378,Tuy Hoa,VN,75.85,broken clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
381,Khagaria,IN,70.93,few clouds,25.5,86.4833,SPOT ON 49066 Hotel Amol Nac
383,Ajdabiya,LY,70.74,broken clouds,30.7554,20.2263,Almadina Hotel
384,Outram,MY,78.73,broken clouds,1.2829,103.8379,Grand Copthorne Waterfront
385,Naberera,TZ,73.9,broken clouds,-4.2,36.9333,
387,Sooko,ID,74.19,overcast clouds,-7.9097,111.6599,Vila desa suru
391,Mirzapur,IN,71.56,clear sky,25.15,82.5833,Capital O 5843 Hotel Yash Inn
392,Joao Pessoa,BR,86.23,scattered clouds,-7.115,-34.8631,Lagos Empreendimentos Ltda.
394,Vila Velha,BR,73.35,light rain,-20.3297,-40.2925,Quality Suites Vila Velha
396,Hobyo,SO,81.14,few clouds,5.3505,48.5268,Halane Hotel and Restaurent
397,Catamarca,AR,78.48,broken clouds,-28.4696,-65.7852,Amerian Catamarca Park Hotel
398,Waddan,LY,74.88,scattered clouds,29.1614,16.139,محل الشريف محمد العايب
399,Hualmay,PE,71.01,few clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
401,Olinda,BR,82.13,broken clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
402,Cabedelo,BR,86.67,few clouds,-6.9811,-34.8339,Hotel Pigalle
403,Lichinga,MZ,78.89,scattered clouds,-13.3128,35.2406,Residencial Bendiak
406,Avera,US,67.51,clear sky,33.194,-82.5271,
407,Caboolture,AU,67.89,overcast clouds,-27.0833,152.95,Caboolture Riverlakes Motel
408,Meulaboh,ID,76.95,moderate rain,4.1363,96.1285,Kost Pria
410,Esparta,HN,84.34,clear sky,15.7437,-87.1766,
411,Puerto Escondido,MX,84.06,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
412,Portalegre,PT,68.29,overcast clouds,39.2938,-7.4312,Rossio Hotel
413,Rosa Zarate,EC,83.71,overcast clouds,0.3333,-79.4667,Piscinas y Recepciones Hecalash
416,Caravelas,BR,81.77,broken clouds,-17.7125,-39.2481,Pousada dos Navegantes
419,Gorontalo,ID,74.97,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
420,Birao,CF,84.04,overcast clouds,10.2849,22.7882,
424,Baracoa,CU,82.29,scattered clouds,20.3467,-74.4958,Hostal Rio Miel
426,Westport,US,65.82,clear sky,41.1415,-73.3579,Norwalk Inn
427,Tual,ID,82.2,light rain,-5.6667,132.75,Grand Vilia Hotel
428,Sagua La Grande,CU,83.39,broken clouds,22.8067,-80.0756,Hotel Telégrafo
431,Ellisras,ZA,80.01,clear sky,-23.6649,27.7443,Lapa le le guesthouse
432,Ewa Beach,US,71.69,clear sky,21.3156,-158.0072,Uncle Junior Robert
433,Japura,ID,73.56,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
435,Mana,GF,82.81,overcast clouds,5.6592,-53.7767,LE SAMANA
438,Ambatolampy,MG,69.57,light rain,-19.3833,47.4167,Au Rendez Vous Des P?Ÿƒ¦cheurs
441,Vila Franca Do Campo,PT,75.2,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
445,Souillac,MU,74.35,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
448,Nguruka,TZ,75.2,overcast clouds,-5.1092,31.0419,RUSULI LODGE
449,Teavaro,PF,76.48,light rain,-17.5,-149.7667,SOFITEL KIA ORA MOOREA BEACH RESORT
450,Mastic Beach,US,66.04,few clouds,40.7668,-72.8521,Brushwood House by Smith Point Beach
451,Virginia Beach,US,68.22,few clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
455,Bida,NG,83.64,overcast clouds,9.0833,6.0167,Royal Suite
457,San Juan,AR,60.08,overcast clouds,-31.5375,-68.5364,Hotel Provincial
459,Saint-Francois,FR,67.44,clear sky,46.4154,3.9054,Manoir Du Bonheur
462,Honiara,SB,77.58,broken clouds,-9.4333,159.95,Heritage Park Hotel
467,Sakakah,SA,85.57,overcast clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
469,Matara,LK,77.63,light rain,5.9485,80.5353,Amaloh Boutique Resort
473,Bulawayo,ZW,80.91,broken clouds,-20.15,28.5833,4 On Housman Backpackers
475,Katherine,AU,75.52,broken clouds,-14.4667,132.2667,Pine Tree Motel
478,Vadnagar,IN,72.66,clear sky,23.7833,72.6333,Cyber cafe Mobail shop
480,Panaba,MX,83.26,scattered clouds,21.2833,-88.2667,Hotel California
481,Isla Mujeres,MX,82.17,clear sky,21.2311,-86.731,Hotel La Joya Isla Mujeres
482,Kiunga,PG,73.36,heavy intensity rain,-6.1219,141.2906,Airport Lodge Kiunga
483,Nouadhibou,MR,76.98,clear sky,20.931,-17.0347,El Medina
485,Molina,CL,79.38,clear sky,-35.1167,-71.2833,Hostal Pucará
487,Umkomaas,ZA,69.67,clear sky,-30.2067,30.7978,Umkomaas Guest House
491,Ugoofaaru,MV,81.7,overcast clouds,5.6667,73.0,Ungoofaaru Inn
492,Ganzhou,CN,63.81,light rain,28.8184,115.4327,Laotou Farm Restaurant Hostel
493,Guantanamo,CU,82.47,scattered clouds,20.1444,-75.2092,Hotel Guantánamo
496,Bandarbeyla,SO,79.68,scattered clouds,9.4942,50.8122,JABIR HOTEL
499,Nova Venecia,BR,79.99,overcast clouds,-18.7106,-40.4006,Hotel Ferrari - Rede Ferrari
500,Rocha,UY,73.27,overcast clouds,-34.4833,-54.3333,Beleza Pura B&B
504,Lompoc,US,60.26,few clouds,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
506,Odweyne,SO,76.06,overcast clouds,9.4092,45.064,Eng Hiirey House
507,Sambava,MG,75.07,light rain,-14.2667,50.1667,Melrose
508,Batticaloa,LK,80.22,broken clouds,7.7102,81.6924,Grand Star Guest House
509,Nkongsamba,CM,68.4,moderate rain,4.9547,9.9404,Hotel Yodi Chute D' Ekom Nkan
510,Cidreira,BR,72.03,few clouds,-30.1811,-50.2056,Hotel Castelo
512,Marsaxlokk,MT,69.08,few clouds,35.8419,14.5431,Water's Edge
514,Cartagena,CO,83.82,broken clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
515,Apac,UG,72.63,overcast clouds,1.9756,32.5386,Double Duez Apac
516,Moree,AU,60.82,overcast clouds,-29.4667,149.85,Molika Springs Motel
518,Toamasina,MG,77.0,scattered clouds,-18.1667,49.3833,Hotel H1
521,Conchas,BR,66.85,overcast clouds,-23.0153,-48.0106,Pousada Villa Harmonia
523,Tautira,PF,77.02,overcast clouds,-17.7333,-149.15,Pension Oaoa
525,Abu Samrah,SY,69.62,overcast clouds,35.3029,37.1841,
526,Meadow Lake,US,61.32,broken clouds,34.8014,-106.5436,TumbleWeed RV Park
528,Myitkyina,MM,67.46,clear sky,25.3833,97.4,Shwe Phyu Hotel
529,Pathein,MM,76.28,broken clouds,16.7833,94.7333,New Pammawaddy Hotel
531,Madimba,TZ,79.92,scattered clouds,-10.4,40.3333,
533,Pasni,PK,84.18,clear sky,25.2631,63.471,Kashmiri Hotal
538,Doha,QA,86.31,clear sky,25.2867,51.5333,Movenpick Hotel Doha
540,Chalmette,US,73.0,clear sky,29.9427,-89.9634,Marina Inn & Suites Chalmette-New Orleans
544,Lusambo,CD,73.35,overcast clouds,-4.9667,23.45,
545,Saint-Joseph,RE,71.98,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
548,Portobelo,PA,81.01,overcast clouds,9.55,-79.65,Scuba Portobelo
549,Quatre Cocos,MU,74.08,scattered clouds,-20.2078,57.7625,Sunrise Attitude Hotel
550,Claver,PH,78.13,overcast clouds,9.5725,125.7331,Claver Suites
553,Raga,SS,82.6,broken clouds,8.4596,25.678,
556,Lucea,JM,86.86,broken clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
558,Malindi,KE,82.56,scattered clouds,-3.2175,40.1191,African House Resort
561,Prachuap Khiri Khan,TH,72.72,light rain,12.2167,99.75,ผกากรองรีสอร์ท
564,Benicarlo,ES,77.9,broken clouds,40.4165,0.4271,El Pinche De Oro
565,Mecca,SA,82.69,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
567,Kannad,IN,68.0,clear sky,20.2667,75.1333,नंदु टि हाऊस
568,Banda Aceh,ID,79.07,overcast clouds,5.5577,95.3222,Sulthan Hotel International
569,Show Low,US,61.09,clear sky,34.2542,-110.0298,Hampton Inn & Suites Show Low-Pinetop
572,Curup,ID,68.2,overcast clouds,-3.4667,102.5333,Ayi The Costel
573,Broken Hill,AU,60.51,overcast clouds,-31.95,141.4333,Royal Exchange Hotel
575,Connersville,US,60.3,few clouds,39.6412,-85.1411,The Lodge at IOI
577,Vredendal,ZA,65.61,few clouds,-31.6683,18.5012,Tharrakamma Guest House
579,Namibe,AO,69.19,scattered clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
585,Nanakuli,US,71.71,clear sky,21.3906,-158.1547,Camp Pālehua
586,Sola,VU,80.31,scattered clouds,-13.8833,167.55,Leumerus Bungalows
587,Miraflores,MX,66.02,scattered clouds,19.2167,-98.8083,Hotel Mansión
588,Naze,JP,69.12,broken clouds,28.3667,129.4833,オーベルジュ・アガルイ
590,Mackay,AU,76.98,broken clouds,-21.15,149.2,International Lodge Motel
591,Bandundu,CD,75.16,light rain,-3.3167,17.3667,Coja Color
592,Ratnagiri,IN,80.06,broken clouds,16.9833,73.3,Hotel Landmark
594,Bone,DE,62.38,broken clouds,51.9669,12.1396,Sporthotel Wallwitz
595,Montepuez,MZ,79.05,clear sky,-13.1256,38.9997,PembaAparthotel
599,Rantepao,ID,66.69,overcast clouds,-2.9701,119.8978,Hotel Luta Resort
600,Fort Smith,US,63.25,clear sky,35.3859,-94.3986,Hampton Inn Fort Smith
604,Malanje,AO,74.35,overcast clouds,-9.5402,16.341,Malanje Hotel
608,Dicabisagan,PH,77.68,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
610,Yaan,NG,82.06,light rain,7.3833,8.5667,
611,Southbridge,US,65.32,broken clouds,42.0751,-72.0334,Southbridge Hotel & Conference Center
612,Mitsamiouli,KM,82.69,few clouds,-11.3847,43.2844,Foyer ADM
613,Kieta,PG,79.41,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
616,Ishigaki,JP,76.98,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
618,Quelimane,MZ,78.75,broken clouds,-17.8786,36.8883,Hotel Flamingo
622,Jijiga,ET,64.45,light rain,9.35,42.8,RAMAAS HOTEL
623,Koumac,NC,71.13,clear sky,-20.5667,164.2833,Le Monitel
624,San Cristobal,VE,77.18,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
626,Saint-Pierre,RE,73.08,clear sky,-21.3393,55.4781,Lindsey Hôtel
627,Namatanai,PG,79.14,moderate rain,-3.6667,152.4333,Seagulls Inn Namatani
629,Kupang,ID,79.9,few clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
630,Praia Da Vitoria,PT,71.85,few clouds,38.7333,-27.0667,Hotel Branco I
634,Sur,OM,82.54,clear sky,22.5667,59.5289,Sur Plaza Hotel
637,Miramar,US,85.01,broken clouds,25.9873,-80.2323,Miramar
638,Taltal,CL,64.36,scattered clouds,-25.4,-70.4833,Residencial Karime
639,Mayo,US,68.74,broken clouds,38.8876,-76.5119,Resorts Resource Group International
640,Dawei,MM,76.96,overcast clouds,14.0833,98.2,Hotel Dawei
641,Lahij,YE,77.41,overcast clouds,13.1667,44.5833,
644,Grand Gaube,MU,74.37,broken clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
645,Port Hedland,AU,73.45,scattered clouds,-20.3167,118.5667,The Esplanade Hotel
647,San-Pedro,CI,81.25,broken clouds,4.7485,-6.6363,Hotel Maria
648,Eydhafushi,MV,81.66,overcast clouds,5.1033,73.0708,Soneva Fushi
650,Lewiston,US,63.05,clear sky,44.1003,-70.2148,Hilton Garden Inn Auburn Riverwatch
652,Jalu,LY,73.6,clear sky,29.0331,21.5482,صاحبة الفخامة
653,Maragogi,BR,82.96,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
656,Lamar,US,72.52,clear sky,33.6668,-95.5836,Kings Inn Paris TX
659,Thaba-Tseka,LS,61.29,clear sky,-29.522,28.6084,Motherland Guesthouse
663,Santa Marta,CO,81.91,overcast clouds,11.2408,-74.199,Casa de Isabella
667,Loubomo,CG,76.84,overcast clouds,-4.1997,12.6739,La Dolisienne
668,Newnan,US,60.21,overcast clouds,33.3807,-84.7997,La Quinta Inn & Suites by Wyndham Atlanta South - Newnan
669,Gizo,SB,81.77,overcast clouds,-8.103,156.8419,Imagination Island
